Település,Településtípus,Év,Rangsor
Rábapordány,Kistelepülés,2022,1115
Egerág,Kistelepülés,2022,1702
Márianosztra,Kistelepülés,2022,1318
Aparhant,Kistelepülés,2022,1849
Dág,Kistelepülés,2022,1438
Himesháza,Kistelepülés,2022,224
Nemesgulács,Kistelepülés,2022,312
Kisnána,Kistelepülés,2022,732
Mohora,Kistelepülés,2022,1613
Nyírtét,Kistelepülés,2022,794
Tolnanémedi,Kistelepülés,2022,1682
Mezőladány,Kistelepülés,2022,1371
Vizsoly,Kistelepülés,2022,2160
Vértesboglár,Kistelepülés,2022,1160
Rábahídvég,Kistelepülés,2022,1144
Pusztahencse,Kistelepülés,2022,2458
Demjén,Kistelepülés,2022,78
Tápszentmiklós,Kistelepülés,2022,1016
Penészlek,Kistelepülés,2022,2368
Homrogd,Kistelepülés,2022,1839
Bükkzsérc,Kistelepülés,2022,466
Nagykapornak,Kistelepülés,2022,902
Kisoroszi,Kistelepülés,2022,196
Rátka,Kistelepülés,2022,678
Szászberek,Kistelepülés,2022,208
Felsőnyárád,Kistelepülés,2022,1206
Vállaj,Kistelepülés,2022,1652
Mezőnagymihály,Kistelepülés,2022,1635
Nógrádsáp,Kistelepülés,2022,453
Csót,Kistelepülés,2022,188
Hobol,Kistelepülés,2022,1457
Isztimér,Kistelepülés,2022,1375
Versend,Kistelepülés,2022,2628
Beszterec,Kistelepülés,2022,2335
Serényfalva,Kistelepülés,2022,2119
Magyarbóly,Kistelepülés,2022,1842
Girincs,Kistelepülés,2022,2515
Újudvar,Kistelepülés,2022,1164
Vácegres,Kistelepülés,2022,1556
Püspökmolnári,Kistelepülés,2022,1505
Tiborszállás,Kistelepülés,2022,1846
Bodrogkeresztúr,Kistelepülés,2022,63
Mátraszele,Kistelepülés,2022,859
Zalaszántó,Kistelepülés,2022,295
Bárna,Kistelepülés,2022,1953
Kemence,Kistelepülés,2022,236
Gutorfölde,Kistelepülés,2022,1404
Nemesbikk,Kistelepülés,2022,1593
Tiszaug,Kistelepülés,2022,892
Rédics,Kistelepülés,2022,836
Patak,Kistelepülés,2022,1483
Balinka,Kistelepülés,2022,2190
Tiszakerecseny,Kistelepülés,2022,2309
Mozsgó,Kistelepülés,2022,1519
Osli,Kistelepülés,2022,1791
Mezőgyán,Kistelepülés,2022,1463
Zichyújfalu,Kistelepülés,2022,2475
Medgyesbodzás,Kistelepülés,2022,1537
Badacsonytördemic,Kistelepülés,2022,90
Nagytálya,Kistelepülés,2022,253
Fertőhomok,Kistelepülés,2022,1946
Milota,Kistelepülés,2022,2076
Nyárád,Kistelepülés,2022,652
Beregdaróc,Kistelepülés,2022,2276
Borsosberény,Kistelepülés,2022,778
Zalavár,Kistelepülés,2022,1562
Nagyszokoly,Kistelepülés,2022,2423
Hugyag,Kistelepülés,2022,2155
Óbarok,Kistelepülés,2022,390
Bihartorda,Kistelepülés,2022,1744
Majs,Kistelepülés,2022,1257
Géderlak,Kistelepülés,2022,670
Mogyorósbánya,Kistelepülés,2022,1410
Egyházasfalu,Kistelepülés,2022,1588
Annavölgy,Kistelepülés,2022,1804
Sóshartyán,Kistelepülés,2022,2182
Kiskorpád,Kistelepülés,2022,2271
Pókaszepetk,Kistelepülés,2022,723
Gátér,Kistelepülés,2022,1750
Mezőkomárom,Kistelepülés,2022,1664
Nábrád,Kistelepülés,2022,1195
Hantos,Kistelepülés,2022,1865
Cikó,Kistelepülés,2022,1486
Magy,Kistelepülés,2022,1222
Mosdós,Kistelepülés,2022,1890
Újrónafő,Kistelepülés,2022,762
Uszód,Kistelepülés,2022,721
Tiszaszalka,Kistelepülés,2022,1584
Fülöpháza,Kistelepülés,2022,2526
Nyírparasznya,Kistelepülés,2022,1327
Dunafalva,Kistelepülés,2022,662
Balatonmáriafürdő,Kistelepülés,2022,27
Nyírjákó,Kistelepülés,2022,2034
Ötvöskónyi,Kistelepülés,2022,1924
Gemzse,Kistelepülés,2022,2524
Nagybarca,Kistelepülés,2022,2214
Gacsály,Kistelepülés,2022,2290
Horvátzsidány,Kistelepülés,2022,446
Uraiújfalu,Kistelepülés,2022,936
Pirtó,Kistelepülés,2022,1913
Füle,Kistelepülés,2022,847
Felsődobsza,Kistelepülés,2022,2315
Nagyvisnyó,Kistelepülés,2022,649
Szerecseny,Kistelepülés,2022,1818
Szigliget,Kistelepülés,2022,105
Szin,Kistelepülés,2022,2497
Zsira,Kistelepülés,2022,126
Sopronhorpács,Kistelepülés,2022,590
Vereb,Kistelepülés,2022,1608
Nemesdéd,Kistelepülés,2022,2716
Gáborján,Kistelepülés,2022,2542
Lipót,Kistelepülés,2022,625
Bodrogolaszi,Kistelepülés,2022,1099
Gyulaj,Kistelepülés,2022,2425
Kapospula,Kistelepülés,2022,1787
Körösszegapáti,Kistelepülés,2022,1529
Királyegyháza,Kistelepülés,2022,744
Kemenesmagasi,Kistelepülés,2022,2225
Szabadhídvég,Kistelepülés,2022,1602
Pakod,Kistelepülés,2022,2099
Mórichida,Kistelepülés,2022,1348
Vatta,Kistelepülés,2022,401
Bélmegyer,Kistelepülés,2022,1296
Tés,Kistelepülés,2022,426
Nemesszalók,Kistelepülés,2022,1060
Laskod,Kistelepülés,2022,2116
Csécse,Kistelepülés,2022,1377
Barabás,Kistelepülés,2022,1770
Rakaca,Kistelepülés,2022,2764
Takácsi,Kistelepülés,2022,1514
Darány,Kistelepülés,2022,1034
Perkupa,Kistelepülés,2022,1713
Domaháza,Kistelepülés,2022,2321
Hollóháza,Kistelepülés,2022,619
Ordacsehi,Kistelepülés,2022,1992
Bernecebaráti,Kistelepülés,2022,767
Vajta,Kistelepülés,2022,1279
Vokány,Kistelepülés,2022,2212
Bakonyszentkirály,Kistelepülés,2022,1149
Zalaszentbalázs,Kistelepülés,2022,487
Berkesz,Kistelepülés,2022,1295
Pusztakovácsi,Kistelepülés,2022,2721
Baktakék,Kistelepülés,2022,1022
Csajág,Kistelepülés,2022,1341
Kenyeri,Kistelepülés,2022,1185
Borsodbóta,Kistelepülés,2022,1902
Győrsövényház,Kistelepülés,2022,1287
Sorokpolány,Kistelepülés,2022,1811
Berkesd,Kistelepülés,2022,2078
Csesztreg,Kistelepülés,2022,464
Csörötnek,Kistelepülés,2022,1431
Palotabozsok,Kistelepülés,2022,1177
Bodrogkisfalud,Kistelepülés,2022,939
Szentlászló,Kistelepülés,2022,1307
Tornanádaska,Kistelepülés,2022,2873
Újcsanálos,Kistelepülés,2022,1054
Magyargéc,Kistelepülés,2022,1275
Sormás,Kistelepülés,2022,1679
Hegyfalu,Kistelepülés,2022,918
Baksa,Kistelepülés,2022,1478
Söpte,Kistelepülés,2022,1194
Bábonymegyer,Kistelepülés,2022,1984
Újtikos,Kistelepülés,2022,965
Somogyszentpál,Kistelepülés,2022,2073
Barbacs,Kistelepülés,2022,2157
Harc,Kistelepülés,2022,695
Sáp,Kistelepülés,2022,1662
Szakcs,Kistelepülés,2022,1794
Hejőszalonta,Kistelepülés,2022,2537
Papos,Kistelepülés,2022,2351
Pécsudvard,Kistelepülés,2022,1235
Külsővat,Kistelepülés,2022,1077
Tarnaszentmiklós,Kistelepülés,2022,2338
Baté,Kistelepülés,2022,1136
Nadap,Kistelepülés,2022,969
Felsőrajk,Kistelepülés,2022,2334
Tanakajd,Kistelepülés,2022,1477
Magyarlak,Kistelepülés,2022,1689
Adásztevel,Kistelepülés,2022,1873
Igar,Kistelepülés,2022,1590
Mánfa,Kistelepülés,2022,1053
Szajk,Kistelepülés,2022,715
Nemesbük,Kistelepülés,2022,693
Gölle,Kistelepülés,2022,2118
Ipolyvece,Kistelepülés,2022,1633
Felsőszentmárton,Kistelepülés,2022,1824
Nagycsécs,Kistelepülés,2022,2000
Váralja,Kistelepülés,2022,1408
Zalaszentlászló,Kistelepülés,2022,1360
Osztopán,Kistelepülés,2022,2060
Pölöske,Kistelepülés,2022,1630
Borzavár,Kistelepülés,2022,1709
Úny,Kistelepülés,2022,2068
Gánt,Kistelepülés,2022,876
Szorgalmatos,Kistelepülés,2022,1381
Gyód,Kistelepülés,2022,1598
Nova,Kistelepülés,2022,545
Ostffyasszonyfa,Kistelepülés,2022,880
Csikóstőttős,Kistelepülés,2022,2053
Dunaszentpál,Kistelepülés,2022,752
Karmacs,Kistelepülés,2022,1589
Püspökszilágy,Kistelepülés,2022,1037
Tarnabod,Kistelepülés,2022,2817
Litke,Kistelepülés,2022,2126
Marcaltő,Kistelepülés,2022,869
Berkenye,Kistelepülés,2022,136
Biharugra,Kistelepülés,2022,1179
Mindszentgodisa,Kistelepülés,2022,1861
Somogyaszaló,Kistelepülés,2022,1534
Magyaratád,Kistelepülés,2022,1644
Makkoshotyka,Kistelepülés,2022,2596
Szenna,Kistelepülés,2022,99
Vassurány,Kistelepülés,2022,1421
Almáskamarás,Kistelepülés,2022,1985
Boba,Kistelepülés,2022,941
Csokvaomány,Kistelepülés,2022,2397
Gödre,Kistelepülés,2022,1980
Kaposújlak,Kistelepülés,2022,1259
Nikla,Kistelepülés,2022,2457
Pecöl,Kistelepülés,2022,1609
Bánk,Kistelepülés,2022,131
Geresdlak,Kistelepülés,2022,757
Búcsúszentlászló,Kistelepülés,2022,961
Kardoskút,Kistelepülés,2022,700
Keszeg,Kistelepülés,2022,624
Kunpeszér,Kistelepülés,2022,1921
Tiszakóród,Kistelepülés,2022,1922
Kóspallag,Kistelepülés,2022,86
Magyarhomorog,Kistelepülés,2022,1453
Taliándörögd,Kistelepülés,2022,1454
Attala,Kistelepülés,2022,726
Jánd,Kistelepülés,2022,1249
Meggyeskovácsi,Kistelepülés,2022,2316
Csernely,Kistelepülés,2022,2567
Harkakötöny,Kistelepülés,2022,1013
Táp,Kistelepülés,2022,746
Káptalanfa,Kistelepülés,2022,1378
Szabadszentkirály,Kistelepülés,2022,2209
Bő,Kistelepülés,2022,1116
Gógánfa,Kistelepülés,2022,1434
Kőröstetétlen,Kistelepülés,2022,989
Sárhida,Kistelepülés,2022,1738
Dunaszentbenedek,Kistelepülés,2022,1597
Rábagyarmat,Kistelepülés,2022,1568
Tomajmonostora,Kistelepülés,2022,1461
Sitke,Kistelepülés,2022,1574
Bázakerettye,Kistelepülés,2022,141
Patvarc,Kistelepülés,2022,409
Mátramindszent,Kistelepülés,2022,783
Öregcsertő,Kistelepülés,2022,2132
Somogyvámos,Kistelepülés,2022,1470
Zalabér,Kistelepülés,2022,355
Drávaszabolcs,Kistelepülés,2022,1488
Sajóvelezd,Kistelepülés,2022,2404
Tarhos,Kistelepülés,2022,893
Csengerújfalu,Kistelepülés,2022,2104
Kisnémedi,Kistelepülés,2022,632
Becsvölgye,Kistelepülés,2022,1721
Mátyásdomb,Kistelepülés,2022,2092
Vése,Kistelepülés,2022,2004
Várgesztes,Kistelepülés,2022,617
Penyige,Kistelepülés,2022,1298
Tiszaigar,Kistelepülés,2022,1995
Bánd,Kistelepülés,2022,729
Rudolftelep,Kistelepülés,2022,1484
Jászágó,Kistelepülés,2022,2027
Nyírkércs,Kistelepülés,2022,1665
Ölbő,Kistelepülés,2022,973
Tolmács,Kistelepülés,2022,642
Ludas,Kistelepülés,2022,302
Sajópálfala,Kistelepülés,2022,429
Mihályháza,Kistelepülés,2022,1972
Tótszentmárton,Kistelepülés,2022,1464
Balatonakali,Kistelepülés,2022,20
Bársonyos,Kistelepülés,2022,1221
Olcsva,Kistelepülés,2022,2213
Medina,Kistelepülés,2022,1863
Tereske,Kistelepülés,2022,862
Sáregres,Kistelepülés,2022,2120
Somogysámson,Kistelepülés,2022,2555
Karancsberény,Kistelepülés,2022,1101
Lónya,Kistelepülés,2022,2232
Szilsárkány,Kistelepülés,2022,1793
Babarc,Kistelepülés,2022,1111
Értény,Kistelepülés,2022,2718
Cserhátsurány,Kistelepülés,2022,819
Körösszakál,Kistelepülés,2022,1780
Alsónemesapáti,Kistelepülés,2022,1156
Egyházasgerge,Kistelepülés,2022,1690
Sonkád,Kistelepülés,2022,1415
Tiszagyulaháza,Kistelepülés,2022,1570
Bodony,Kistelepülés,2022,838
Csobád,Kistelepülés,2022,2070
Besenyőd,Kistelepülés,2022,2538
Egerfarmos,Kistelepülés,2022,1634
Som,Kistelepülés,2022,1670
Gamás,Kistelepülés,2022,1853
Mátraballa,Kistelepülés,2022,538
Vilonya,Kistelepülés,2022,1841
Borsfa,Kistelepülés,2022,1444
Feketeerdő,Kistelepülés,2022,1882
Aldebrő,Kistelepülés,2022,95
Egyházaskozár,Kistelepülés,2022,1324
Felsőpáhok,Kistelepülés,2022,382
Vámosújfalu,Kistelepülés,2022,1043
Bolhó,Kistelepülés,2022,2304
Alacska,Kistelepülés,2022,1756
Geszt,Kistelepülés,2022,1870
Hárskút,Kistelepülés,2022,996
Kolontár,Kistelepülés,2022,1557
Mikebuda,Kistelepülés,2022,2205
Magyaregregy,Kistelepülés,2022,1687
Nagyút,Kistelepülés,2022,1207
Alsóberecki,Kistelepülés,2022,1691
Felsőtelekes,Kistelepülés,2022,2324
Jéke,Kistelepülés,2022,2086
Túristvándi,Kistelepülés,2022,1748
Miháld,Kistelepülés,2022,2242
Fácánkert,Kistelepülés,2022,1788
Kisfalud,Kistelepülés,2022,1422
Nemti,Kistelepülés,2022,683
Máriahalom,Kistelepülés,2022,1262
Zsana,Kistelepülés,2022,592
Bakonyjákó,Kistelepülés,2022,667
Dóc,Kistelepülés,2022,1201
Kömpöc,Kistelepülés,2022,2464
Boldogkőújfalu,Kistelepülés,2022,2761
Ácsteszér,Kistelepülés,2022,1256
Göncruszka,Kistelepülés,2022,2011
Mórágy,Kistelepülés,2022,1799
Csengersima,Kistelepülés,2022,1178
Kunbaracs,Kistelepülés,2022,1065
Szeleste,Kistelepülés,2022,816
Alsónyék,Kistelepülés,2022,1678
Balatonszőlős,Kistelepülés,2022,1364
Somogyszil,Kistelepülés,2022,2375
Bükkszék,Kistelepülés,2022,89
Alsónána,Kistelepülés,2022,1866
Fürged,Kistelepülés,2022,2594
Gersekarát,Kistelepülés,2022,1315
Balsa,Kistelepülés,2022,914
Csikéria,Kistelepülés,2022,1578
Mecsér,Kistelepülés,2022,1058
Méhtelek,Kistelepülés,2022,1502
Garabonc,Kistelepülés,2022,1288
Háromfa,Kistelepülés,2022,1969
Kisdorog,Kistelepülés,2022,1905
Mikófalva,Kistelepülés,2022,2057
Jásd,Kistelepülés,2022,658
Nagybárkány,Kistelepülés,2022,1481
Vönöck,Kistelepülés,2022,2273
Nyírlövő,Kistelepülés,2022,984
Beregsurány,Kistelepülés,2022,1173
Sorkifalud,Kistelepülés,2022,1575
Csénye,Kistelepülés,2022,1273
Rábakecöl,Kistelepülés,2022,1105
Dáka,Kistelepülés,2022,2269
Erdőkövesd,Kistelepülés,2022,2014
Nagypeterd,Kistelepülés,2022,1353
Tófej,Kistelepülés,2022,820
Gyulakeszi,Kistelepülés,2022,1462
Perenye,Kistelepülés,2022,1631
Püski,Kistelepülés,2022,1119
Kővágóörs,Kistelepülés,2022,179
Nemesbőd,Kistelepülés,2022,1218
Dör,Kistelepülés,2022,1810
Nagyar,Kistelepülés,2022,2561
Nagynyárád,Kistelepülés,2022,781
Kéty,Kistelepülés,2022,2465
Vadna,Kistelepülés,2022,1147
Cserkút,Kistelepülés,2022,393
Lak,Kistelepülés,2022,2689
Szamossályi,Kistelepülés,2022,1555
Borsodivánka,Kistelepülés,2022,1001
Eszteregnye,Kistelepülés,2022,1628
Kétújfalu,Kistelepülés,2022,322
Molnári,Kistelepülés,2022,1595
Hercegkút,Kistelepülés,2022,607
Káva,Kistelepülés,2022,894
Nógrádsipek,Kistelepülés,2022,1002
Nagyveleg,Kistelepülés,2022,1350
Nekézseny,Kistelepülés,2022,1720
Diósviszló,Kistelepülés,2022,2601
Epöl,Kistelepülés,2022,1694
Botpalád,Kistelepülés,2022,2688
Ivánc,Kistelepülés,2022,1451
Bekölce,Kistelepülés,2022,843
Nemesgörzsöny,Kistelepülés,2022,1289
Csegöld,Kistelepülés,2022,2109
Himod,Kistelepülés,2022,1828
Kökény,Kistelepülés,2022,1112
Bikal,Kistelepülés,2022,1127
Mesterszállás,Kistelepülés,2022,494
Galgaguta,Kistelepülés,2022,568
Somlószőlős,Kistelepülés,2022,1107
Csobaj,Kistelepülés,2022,1317
Hevesvezekény,Kistelepülés,2022,2221
Kerékteleki,Kistelepülés,2022,1460
Királd,Kistelepülés,2022,1193
Abaliget,Kistelepülés,2022,665
Zemplénagárd,Kistelepülés,2022,1813
Homokbödöge,Kistelepülés,2022,748
Kemenesszentpéter,Kistelepülés,2022,2124
Újdombrád,Kistelepülés,2022,1974
Vécs,Kistelepülés,2022,1250
Nagyrév,Kistelepülés,2022,1776
Nemesvid,Kistelepülés,2022,2608
Szántód,Kistelepülés,2022,7
Hosszúpereszteg,Kistelepülés,2022,1238
Vát,Kistelepülés,2022,1734
Zalatárnok,Kistelepülés,2022,2476
Belezna,Kistelepülés,2022,2322
Sajóivánka,Kistelepülés,2022,993
Vezseny,Kistelepülés,2022,1347
Tiszamogyorós,Kistelepülés,2022,2405
Tisztaberek,Kistelepülés,2022,2562
Cégénydányád,Kistelepülés,2022,1932
Csővár,Kistelepülés,2022,1743
Ferencszállás,Kistelepülés,2022,497
Nógrádkövesd,Kistelepülés,2022,325
Zsurk,Kistelepülés,2022,1773
Bogyoszló,Kistelepülés,2022,1948
Siójut,Kistelepülés,2022,1594
Acsád,Kistelepülés,2022,1798
Kapoly,Kistelepülés,2022,1044
Öttömös,Kistelepülés,2022,980
Rozsály,Kistelepülés,2022,703
Fertőendréd,Kistelepülés,2022,463
Királyhegyes,Kistelepülés,2022,1153
Szabás,Kistelepülés,2022,2531
Nagyacsád,Kistelepülés,2022,998
Rábacsécsény,Kistelepülés,2022,252
Zalabaksa,Kistelepülés,2022,685
Lucfalva,Kistelepülés,2022,2152
Tiszaladány,Kistelepülés,2022,1303
Nagyrozvágy,Kistelepülés,2022,1684
Szajla,Kistelepülés,2022,1971
Sótony,Kistelepülés,2022,2284
Győrvár,Kistelepülés,2022,1416
Bátorliget,Kistelepülés,2022,1954
Nógrádszakál,Kistelepülés,2022,2520
Fityeház,Kistelepülés,2022,1626
Mezősas,Kistelepülés,2022,1564
Terem,Kistelepülés,2022,2170
Balatonőszöd,Kistelepülés,2022,934
Imrehegy,Kistelepülés,2022,2684
Hevesaranyos,Kistelepülés,2022,2380
Oszkó,Kistelepülés,2022,1321
Szulok,Kistelepülés,2022,1106
Ábrahámhegy,Kistelepülés,2022,598
Tiszaadony,Kistelepülés,2022,2579
Jákó,Kistelepülés,2022,2387
Mike,Kistelepülés,2022,2619
Bucsu,Kistelepülés,2022,1369
Ete,Kistelepülés,2022,890
Bakonytamási,Kistelepülés,2022,2007
Pári,Kistelepülés,2022,2477
Pálosvörösmart,Kistelepülés,2022,492
Nagybörzsöny,Kistelepülés,2022,223
Olasz,Kistelepülés,2022,610
Taktabáj,Kistelepülés,2022,2661
Pátyod,Kistelepülés,2022,885
Sátorhely,Kistelepülés,2022,742
Telkibánya,Kistelepülés,2022,108
Kovácsvágás,Kistelepülés,2022,2586
Györe,Kistelepülés,2022,1994
Sümegprága,Kistelepülés,2022,1637
Abaújkér,Kistelepülés,2022,1097
Magyarhertelend,Kistelepülés,2022,134
Nagypáli,Kistelepülés,2022,1055
Moha,Kistelepülés,2022,1875
Ragály,Kistelepülés,2022,1165
Vértestolna,Kistelepülés,2022,1356
Felsőnána,Kistelepülés,2022,2400
Kokad,Kistelepülés,2022,2502
Sárkeszi,Kistelepülés,2022,1540
Sárpilis,Kistelepülés,2022,1761
Beleg,Kistelepülés,2022,2450
Pécsely,Kistelepülés,2022,258
Csapod,Kistelepülés,2022,2081
Szálka,Kistelepülés,2022,654
Kispalád,Kistelepülés,2022,2681
Nágocs,Kistelepülés,2022,1698
Szuha,Kistelepülés,2022,552
Tapsony,Kistelepülés,2022,2363
Túrricse,Kistelepülés,2022,2241
Salomvár,Kistelepülés,2022,1376
Alsópetény,Kistelepülés,2022,656
Kétpó,Kistelepülés,2022,1539
Szátok,Kistelepülés,2022,2540
Csányoszró,Kistelepülés,2022,2545
Csaroda,Kistelepülés,2022,900
Hunya,Kistelepülés,2022,954
Felsővadász,Kistelepülés,2022,2710
Mersevát,Kistelepülés,2022,1214
Tófalu,Kistelepülés,2022,1523
Nagykökényes,Kistelepülés,2022,520
Piliny,Kistelepülés,2022,1180
Tornyosnémeti,Kistelepülés,2022,1676
Surd,Kistelepülés,2022,2179
Bánokszentgyörgy,Kistelepülés,2022,1532
Gelej,Kistelepülés,2022,550
Bálványos,Kistelepülés,2022,2199
Herencsény,Kistelepülés,2022,1592
Paloznak,Kistelepülés,2022,415
Ipolyszög,Kistelepülés,2022,1443
Magyaregres,Kistelepülés,2022,1660
Sóly,Kistelepülés,2022,1536
Alsóújlak,Kistelepülés,2022,1981
Csatár,Kistelepülés,2022,2009
Hangács,Kistelepülés,2022,1777
Bár,Kistelepülés,2022,1517
Rétalap,Kistelepülés,2022,2140
Dunaszentmiklós,Kistelepülés,2022,895
Golop,Kistelepülés,2022,1569
Vasboldogasszony,Kistelepülés,2022,2022
Alsószentiván,Kistelepülés,2022,1976
Csömödér,Kistelepülés,2022,1305
Söréd,Kistelepülés,2022,1290
Érsekhalma,Kistelepülés,2022,1891
Máriakéménd,Kistelepülés,2022,2357
Vérteskethely,Kistelepülés,2022,1718
Lad,Kistelepülés,2022,1996
Nick,Kistelepülés,2022,1094
Romonya,Kistelepülés,2022,1312
Kőszegszerdahely,Kistelepülés,2022,313
Felsőpetény,Kistelepülés,2022,739
Nyírderzs,Kistelepülés,2022,2700
Pusztaszentlászló,Kistelepülés,2022,1581
Orci,Kistelepülés,2022,1646
Radostyán,Kistelepülés,2022,1550
Tiszavid,Kistelepülés,2022,2669
Töttös,Kistelepülés,2022,1643
Tüskevár,Kistelepülés,2022,1025
Szögliget,Kistelepülés,2022,1401
Szanda,Kistelepülés,2022,853
Cirák,Kistelepülés,2022,2398
Erdőhorváti,Kistelepülés,2022,1862
Egyházashollós,Kistelepülés,2022,1820
Felsőszölnök,Kistelepülés,2022,386
Pusztamagyaród,Kistelepülés,2022,2307
Tiszarád,Kistelepülés,2022,2395
Zimány,Kistelepülés,2022,2299
Csenyéte,Kistelepülés,2022,2885
Hont,Kistelepülés,2022,1000
Markotabödöge,Kistelepülés,2022,2543
Szólád,Kistelepülés,2022,1197
Birján,Kistelepülés,2022,374
Gelénes,Kistelepülés,2022,2651
Selyeb,Kistelepülés,2022,2637
Semjénháza,Kistelepülés,2022,1939
Kálmáncsa,Kistelepülés,2022,1200
Balajt,Kistelepülés,2022,2704
Győrasszonyfa,Kistelepülés,2022,1735
Kuncsorba,Kistelepülés,2022,1749
Lovas,Kistelepülés,2022,967
Kereki,Kistelepülés,2022,1331
Nagytevel,Kistelepülés,2022,1733
Simaság,Kistelepülés,2022,2255
Eplény,Kistelepülés,2022,605
Kishartyán,Kistelepülés,2022,1182
Kőkút,Kistelepülés,2022,2783
Székelyszabar,Kistelepülés,2022,2037
Dencsháza,Kistelepülés,2022,1717
Nagydobsza,Kistelepülés,2022,1276
Szentantalfa,Kistelepülés,2022,1300
Somogyzsitfa,Kistelepülés,2022,2612
Homorúd,Kistelepülés,2022,2419
Mezőpeterd,Kistelepülés,2022,1893
Kardos,Kistelepülés,2022,1382
Csögle,Kistelepülés,2022,2194
Kerta,Kistelepülés,2022,1304
Sümegcsehi,Kistelepülés,2022,2231
Dunatetétlen,Kistelepülés,2022,628
Lázi,Kistelepülés,2022,1672
Narda,Kistelepülés,2022,1427
Pápakovácsi,Kistelepülés,2022,327
Lakócsa,Kistelepülés,2022,2163
Rásonysápberencs,Kistelepülés,2022,2177
Vanyola,Kistelepülés,2022,2461
Zalaszabar,Kistelepülés,2022,287
Márokpapi,Kistelepülés,2022,2298
Ura,Kistelepülés,2022,1930
Erdőtarcsa,Kistelepülés,2022,1268
Mikóháza,Kistelepülés,2022,828
Pörböly,Kistelepülés,2022,2227
Vámosatya,Kistelepülés,2022,2175
Istvándi,Kistelepülés,2022,2645
Rábacsanak,Kistelepülés,2022,1507
Mihálygerge,Kistelepülés,2022,801
Babosdöbréte,Kistelepülés,2022,2367
Nyalka,Kistelepülés,2022,2217
Nagylengyel,Kistelepülés,2022,698
Csincse,Kistelepülés,2022,1867
Felsőcsatár,Kistelepülés,2022,1500
Kömörő,Kistelepülés,2022,2180
Györgytarló,Kistelepülés,2022,2100
Jobaháza,Kistelepülés,2022,2041
Karos,Kistelepülés,2022,2270
Kisszekeres,Kistelepülés,2022,2256
Nagygyimót,Kistelepülés,2022,2089
Semjén,Kistelepülés,2022,2466
Kondó,Kistelepülés,2022,1887
Nagykorpád,Kistelepülés,2022,2511
Óhíd,Kistelepülés,2022,1915
Ártánd,Kistelepülés,2022,1563
Szamosangyalos,Kistelepülés,2022,2470
Muraszemenye,Kistelepülés,2022,1216
Rákóczibánya,Kistelepülés,2022,1085
Csaholc,Kistelepülés,2022,2125
Kondorfa,Kistelepülés,2022,2512
Viss,Kistelepülés,2022,2572
Hidvégardó,Kistelepülés,2022,1439
Káptalantóti,Kistelepülés,2022,454
Bojt,Kistelepülés,2022,2599
Gerde,Kistelepülés,2022,2621
Jákfa,Kistelepülés,2022,2192
Csikvánd,Kistelepülés,2022,1830
Egerbocs,Kistelepülés,2022,2044
Malomsok,Kistelepülés,2022,956
Bezi,Kistelepülés,2022,2191
Váckisújfalu,Kistelepülés,2022,1753
Somogyfajsz,Kistelepülés,2022,2673
Erdőkürt,Kistelepülés,2022,878
Hidegség,Kistelepülés,2022,1323
Kemenesmihályfa,Kistelepülés,2022,1437
Lengyel,Kistelepülés,2022,2080
Nagyalásony,Kistelepülés,2022,904
Nemesapáti,Kistelepülés,2022,1884
Panyola,Kistelepülés,2022,676
Szentgáloskér,Kistelepülés,2022,2287
Becske,Kistelepülés,2022,727
Egerlövő,Kistelepülés,2022,810
Kemeneshőgyész,Kistelepülés,2022,1674
Kemenessömjén,Kistelepülés,2022,1387
Peresznye,Kistelepülés,2022,1740
Porva,Kistelepülés,2022,848
Kötcse,Kistelepülés,2022,1474
Nagyér,Kistelepülés,2022,1092
Bérbaltavár,Kistelepülés,2022,2096
Egyed,Kistelepülés,2022,1508
Tornyiszentmiklós,Kistelepülés,2022,928
Uszka,Kistelepülés,2022,2858
Bajánsenye,Kistelepülés,2022,1126
Váraszó,Kistelepülés,2022,2065
Egyházaskesző,Kistelepülés,2022,1944
Küngös,Kistelepülés,2022,1619
Rábaszentmihály,Kistelepülés,2022,1104
Királyszentistván,Kistelepülés,2022,953
Magyargencs,Kistelepülés,2022,1986
Muhi,Kistelepülés,2022,1812
Somogyapáti,Kistelepülés,2022,2263
Vág,Kistelepülés,2022,1345
Darvas,Kistelepülés,2022,1797
Fulókércs,Kistelepülés,2022,2766
Jákfalva,Kistelepülés,2022,2592
Acsalag,Kistelepülés,2022,2356
Zabar,Kistelepülés,2022,2260
Hernádszentandrás,Kistelepülés,2022,2659
Kisigmánd,Kistelepülés,2022,1138
Kustánszeg,Kistelepülés,2022,2314
Bőszénfa,Kistelepülés,2022,2066
Nak,Kistelepülés,2022,1987
Szápár,Kistelepülés,2022,366
Vörs,Kistelepülés,2022,1314
Sajópüspöki,Kistelepülés,2022,2738
Zalacséb,Kistelepülés,2022,824
Aszófő,Kistelepülés,2022,45
Dombiratos,Kistelepülés,2022,1895
Lókút,Kistelepülés,2022,846
Röjtökmuzsaj,Kistelepülés,2022,1202
Somogybabod,Kistelepülés,2022,1600
Lippó,Kistelepülés,2022,1349
Óföldeák,Kistelepülés,2022,2602
Szentdomonkos,Kistelepülés,2022,2582
Nagykutas,Kistelepülés,2022,877
Szemely,Kistelepülés,2022,1603
Kaposhomok,Kistelepülés,2022,2581
